half_sat,p_managed,fr_spring,fr_summer,fr_autumn,fr_winter,n_cavity,n_stem,n_ground,p_dep,p_abund,pdep_y_w,y_tot,y_wild
0.99,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.000888,0.776186,0.000586
0.99,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.000888,0.664279,0.000879
0.99,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.001105,0.996611,0.000011
0.99,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.001105,0.888165,0.000365
0.99,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.001105,0.776329,0.000729
0.99,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.001105,0.664494,0.001094
0.99,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.000890,0.996609,0.000009
0.99,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.000890,0.888094,0.000294
0.99,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.000890,0.776187,0.000587
0.99,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.000890,0.664281,0.000881
0.99,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.001318,0.996613,0.000013
0.99,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.001318,0.888235,0.000435
0.99,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.001318,0.776470,0.000870
0.99,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.001318,0.664704,0.001304
0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.001795,0.996618,0.000018
0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.001795,0.888393,0.000593
0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.001795,0.776785,0.001185
0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.001795,0.665178,0.001778
0.99,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.002316,0.996623,0.000023
0.99,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.002316,0.888564,0.000764
0.99,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.002316,0.777128,0.001528
0.99,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.002316,0.665693,0.002293
0.99,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.001265,0.996613,0.000013
0.99,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.001265,0.888217,0.000417
0.99,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.001265,0.776435,0.000835
0.99,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.001265,0.664652,0.001252
0.99,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.001966,0.996620,0.000020
0.99,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.001966,0.888449,0.000649
0.99,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.001966,0.776897,0.001297
0.99,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.001966,0.665346,0.001946
0.99,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.002786,0.996628,0.000028
0.99,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.002786,0.888719,0.000919
0.99,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.002786,0.777439,0.001839
0.99,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.002786,0.666158,0.002758
0.99,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.003728,0.996637,0.000037
0.99,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.003728,0.889030,0.001230
0.99,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.003728,0.778060,0.002460
0.99,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.003728,0.667090,0.003690
0.99,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.000018,0.999900,0.000000
0.99,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.000018,0.996706,0.000006
0.99,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.000018,0.993412,0.000012
0.99,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.000018,0.990118,0.000017
0.99,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.000023,0.999900,0.000000
0.99,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.000023,0.996708,0.000008
0.99,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.000023,0.993415,0.000015
0.99,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.000023,0.990123,0.000023
0.99,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.000029,0.999900,0.000000
0.99,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.000029,0.996710,0.000010
0.99,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.000029,0.993419,0.000019
0.99,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.000029,0.990129,0.000029
0.99,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.000035,0.999900,0.000000
0.99,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.000035,0.996712,0.000012
0.99,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.000035,0.993423,0.000023
0.99,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.000035,0.990135,0.000035
0.99,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.000484,0.999905,0.000005
0.99,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.000484,0.996860,0.000160
0.99,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.000484,0.993720,0.000320
0.99,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.000484,0.990580,0.000480
0.99,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.000679,0.999907,0.000007
0.99,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.000679,0.996924,0.000224
0.99,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.000679,0.993848,0.000448
0.99,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.000679,0.990772,0.000672
0.99,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.000888,0.999909,0.000009
0.99,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.000888,0.996993,0.000293
0.99,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.000888,0.993986,0.000586
0.99,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.000888,0.990979,0.000879
0.99,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.001105,0.999911,0.000011
0.99,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.001105,0.997065,0.000365
0.99,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.001105,0.994129,0.000729
0.99,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.001105,0.991194,0.001094
0.99,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.000890,0.999909,0.000009
0.99,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.000890,0.996994,0.000294
0.99,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.000890,0.993987,0.000587
0.99,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.000890,0.990981,0.000881
0.99,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.001318,0.999913,0.000013
0.99,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.001318,0.997135,0.000435
0.99,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.001318,0.994270,0.000870
0.99,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.001318,0.991404,0.001304
0.99,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.001795,0.999918,0.000018
0.99,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.001795,0.997293,0.000593
0.99,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.001795,0.994585,0.001185
0.99,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.001795,0.991878,0.001778
0.99,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.002316,0.999923,0.000023
0.99,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.002316,0.997464,0.000764
0.99,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.002316,0.994928,0.001528
0.99,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.002316,0.992393,0.002293
0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.001265,0.999913,0.000013
0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.001265,0.997117,0.000417
0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.001265,0.994235,0.000835
0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.001265,0.991352,0.001252
0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.001966,0.999920,0.000020
0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.001966,0.997349,0.000649
0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.001966,0.994697,0.001297
0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.001966,0.992046,0.001946
0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.002786,0.999928,0.000028
0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.002786,0.997619,0.000919
0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.002786,0.995239,0.001839
0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.002786,0.992858,0.002758
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.003728,0.999937,0.000037
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.003728,0.997930,0.001230
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.003728,0.995860,0.002460
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.003728,0.993790,0.003690
